Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
NIRMAL,BHAINSA,BHAINSA,KUBEER,GODAPUR,6,WATER WORKS,1,1,1369,5.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,GODSARA,6,WATER WORKS,2,2,718,5.001
NIRMAL,BHAINSA,BHAINSA,KUBEER,HALDA,6,WATER WORKS,2,2,1314,5.001
NIRMAL,BHAINSA,BHAINSA,KUBEER,HAMPALI (B),6,WATER WORKS,1,1,2597,5.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,ANNARAM,6,WATER WORKS,3,1,1848,15.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,AYYAGARI PALLY,6,WATER WORKS,2,2,457,10.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,BHUKYA RAM THANDA,6,WATER WORKS,1,1,780,5.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,CAMP THANDA,6,WATER WORKS,2,2,988,10.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,DHARMARAM THANDA,6,WATER WORKS,1,1,477,7.5
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,GHANDHINAGAR,6,WATER WORKS,1,1,290,7.5
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,INGURTHY,6,WATER WORKS,3,3,11162,11.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,KALWALA,6,WATER WORKS,6,6,5036,32.5
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,KOMATIPALLI,6,WATER WORKS,2,2,869,10.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,KORKONDAPALLI,6,WATER WORKS,2,2,962,10.0
MAHABUBABAD,MAHABUBABAD,KESAMUDRAM,INGURTHY,LALU THANDA,6,WATER WORKS,4,4,1543,20.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,NARSA THANDA-BY,6,WATER WORKS,1,1,97,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,PANDI PAMPULA-BY,6,WATER WORKS,1,1,0,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,PEDA TALLA GADDA-BAY,6,WATER WORKS,1,0,0,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,RAVIKUNTTA-BAY,6,WATER WORKS,1,1,636,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,S P THANDA-BAY,6,WATER WORKS,1,1,573,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,VARIPET,6,WATER WORKS,3,1,293,9.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,VENKATAPUR,6,WATER WORKS,1,0,0,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,ABBAPUR,6,WATER WORKS,2,2,314,8.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,ACHALAPOOR,6,WATER WORKS,5,5,5919,21.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,ANNARAM,6,WATER WORKS,1,1,487,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,TANDOOR,BOYAPALLY,6,WATER WORKS,7,7,1815,20.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,PONNARAM,6,WATER WORKS,2,2,1381,10.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,RACHAPALLY,6,WATER WORKS,10,2,386,23.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,SOMANPALLI,6,WATER WORKS,10,10,4457,20.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,SUNDERSALA,6,WATER WORKS,9,9,4028,21.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,VENKAMPET,6,WATER WORKS,6,6,1979,17.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,YERRAGUNTAPALLY,6,WATER WORKS,10,10,4262,26.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,ALGOM,6,WATER WORKS,15,15,2936,35.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,ANNARAM,6,WATER WORKS,4,4,747,8.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,ARJUNAGUTTA,6,WATER WORKS,3,3,711,6.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,BABBERACHILKA,6,WATER WORKS,5,5,1191,10.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,BOPPARAM,6,WATER WORKS,5,5,658,15.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,BORANPALLI,6,WATER WORKS,2,2,567,2.333
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,BRAHMANAPALLI,6,WATER WORKS,1,1,255,5.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOTAPALLY,DEVULWADA,6,WATER WORKS,14,14,2573,30.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,MORRIGUDA,6,WATER WORKS,2,2,902,7.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,NAGARAM,6,WATER WORKS,1,1,67,2.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,NARSINGAPOOR,6,WATER WORKS,10,6,1898,29.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,NEMNUR,6,WATER WORKS,25,23,5544,52.006
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,PADTHANAPALLI,6,WATER WORKS,2,1,1752,17.5
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,PEDDAMPET,6,WATER WORKS,5,5,4178,16.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,RAPALLI,6,WATER WORKS,2,1,435,10.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,RYALI,6,WATER WORKS,5,5,1923,12.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,TIKKANPALLI,6,WATER WORKS,3,3,180,15.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,ANTHARNI,6,WATER WORKS,2,1,1805,50.0
NIRMAL,BHAINSA,BHAINSA,KUBEER,BELGOAM,6,WATER WORKS,3,3,1310,20.001
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,THATIVARIEMPALLY,6,WATER WORKS,3,3,0,15.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,THIRMALGANDI,6,WATER WORKS,1,0,0,5.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,VELUBELLY,6,WATER WORKS,3,2,3248,15.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,KOTHA PETA-BAY,6,WATER WORKS,1,1,4623,34.813
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,KOTHAGUDEM,6,WATER WORKS,1,1,0,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,KOYA GUDEM-BAY,6,WATER WORKS,1,1,0,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,L NARASIMHA PURAM-BAY,6,WATER WORKS,2,1,0,8.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,M THIMMA PURAM-BAY,6,WATER WORKS,1,1,0,2.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,NAMALA PADU-BAY,6,WATER WORKS,2,2,1584,18.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,RAMPUR,6,WATER WORKS,3,3,4982,15.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,SOMLA THANDA,6,WATER WORKS,1,1,521,5.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,STAGE THANDA,6,WATER WORKS,4,4,1127,20.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,THALLA OOKAL,6,WATER WORKS,5,5,5552,25.5
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,VEERARAM,6,WATER WORKS,2,2,1487,10.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,VENKAMPAD,6,WATER WORKS,2,2,737,10.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,VENKATAIAH THANDA,6,WATER WORKS,2,2,774,10.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,YELLAMPET (HQ),6,WATER WORKS,3,3,2334,15.0
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,AGAPET,6,WATER WORKS,2,2,854,10.0
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,BEERSETIGUDEM,6,WATER WORKS,3,3,0,15.0
MAHABUBABAD,THORRUR,NELLIKUDURU,DANTHALAPALLY,BODLADA,6,WATER WORKS,8,8,0,31.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,PEDDAPUR,6,WATER WORKS,1,1,75,1.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,REGULAGUDA,6,WATER WORKS,1,1,0,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,ROTTEPALLI,6,WATER WORKS,3,1,6465,81.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,SALEGUDA,6,WATER WORKS,1,0,0,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,SANDLAPAD,6,WATER WORKS,1,1,532,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,SONAPUR,6,WATER WORKS,2,0,0,10.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,TANK BASTHI,6,WATER WORKS,6,1,86,10.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,THIRMALAPUR,6,WATER WORKS,1,0,0,3.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,POKKUR,6,WATER WORKS,9,9,4212,24.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,BUDIPALLY,6,WATER WORKS,2,2,822,7.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,CHANDANPUR,6,WATER WORKS,6,4,1267,18.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,DONABANDA,6,WATER WORKS,2,2,3,10.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,DUBBA GUDAM,6,WATER WORKS,1,1,207,2.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,GADPUR,6,WATER WORKS,2,2,1041,7.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,GUDIPET,6,WATER WORKS,13,10,2977,34.667
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,HAJIPUR,6,WATER WORKS,12,12,2442,45.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,KARNAMAMIDI,6,WATER WORKS,3,3,44,12.0
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,KONDAPOOR (D.B),6,WATER WORKS,1,1,382,2.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,AMBARIPET,6,WATER WORKS,1,1,0,5.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,BELLAL,6,WATER WORKS,5,4,1771,25.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,CHITYAL,6,WATER WORKS,2,1,662,20.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,DATHOJIPET,6,WATER WORKS,1,0,0,5.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,DHARMAJIPET,6,WATER WORKS,5,3,512,19.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,DHOMDHARI,6,WATER WORKS,1,1,0,15.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,DILDARNAGAR,6,WATER WORKS,1,1,176,5.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,DOSTH NAGAR,6,WATER WORKS,1,1,191,5.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,GANGAPUR,6,WATER WORKS,7,3,0,38.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,KADDAM,6,WATER WORKS,3,3,1135,15.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,KALLEDA,6,WATER WORKS,2,1,0,10.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,KANNAPUR,6,WATER WORKS,2,2,420,10.0
NIRMAL,NIRMAL,KHANAPUR,KADDAM,KONDKUR,6,WATER WORKS,1,1,0,5.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,PEGADAPALLY,6,WATER WORKS,1,0,0,5.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,POGULLAPALLY,6,WATER WORKS,4,0,0,20.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,PUNUGONDLA,6,WATER WORKS,2,0,0,10.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,RAMANNAGUDEM THANDA,6,WATER WORKS,4,2,0,18.667
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,RANIYATHANDA,6,WATER WORKS,1,1,0,5.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,SADIREDDY PALLY,6,WATER WORKS,3,1,224,15.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,BOTYA THANDA,6,WATER WORKS,1,1,0,5.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,BURKI THANDA,6,WATER WORKS,4,4,0,22.5
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,CHILLAMCHERLA,6,WATER WORKS,2,2,13928,15.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,CHINTHALAGADDA THANDA,6,WATER WORKS,3,3,0,15.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,DANTAKUNTA THANDA,6,WATER WORKS,1,1,541,5.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,ELAMANCHI THANDA,6,WATER WORKS,2,2,1774,10.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,GIRIPURAM,6,WATER WORKS,5,5,3096,25.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,LAXMA THANDA,6,WATER WORKS,1,1,298,5.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,NEELIKURTHY,6,WATER WORKS,1,1,2943,5.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,PAMBANDA THANDA,6,WATER WORKS,1,1,415,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,KASIPET,6,WATER WORKS,7,4,15666,117.5
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,KOHINOOR,6,WATER WORKS,3,3,930,15.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,KOMATICHENU,6,WATER WORKS,4,4,849,13.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,KONDAPUR,6,WATER WORKS,1,1,1925,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,LAXMIPUR,6,WATER WORKS,1,1,0,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,MADDIMADA,6,WATER WORKS,3,2,696,9.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,MALKAPALLI,6,WATER WORKS,2,1,185,10.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,MAMIDIGUDA,6,WATER WORKS,2,2,1158,10.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,PALLAMGUDA,6,WATER WORKS,2,1,20,8.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,PEDDA DHARMARAM,6,WATER WORKS,1,1,149,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,PEDDAN PALLY,6,WATER WORKS,4,3,986,14.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,BERVALLI,6,WATER WORKS,1,1,634,5.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,CHAKEPALLI,6,WATER WORKS,1,1,835,5.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,CHALLAIPET,6,WATER WORKS,2,2,1170,4.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,DUGNEPALLI,6,WATER WORKS,15,15,7259,37.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,GANGARAM,6,WATER WORKS,8,8,2346,16.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,KOMMERA,6,WATER WORKS,13,13,5806,32.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,MANDAPURAM,6,WATER WORKS,2,2,344,4.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,MUTHARAOPALLY,6,WATER WORKS,6,6,3310,18.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,NAGAPUR,6,WATER WORKS,7,7,3039,17.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,NARSAKKAPET,6,WATER WORKS,1,1,255,2.0
NIRMAL,BHAINSA,BHAINSA,KALLUR,OLA,6,WATER WORKS,22,10,8372,34.0
NIRMAL,BHAINSA,BHAINSA,KALLUR,PANCHKALPAD,6,WATER WORKS,5,4,3431,17.0
NIRMAL,BHAINSA,BHAINSA,KALLUR,RAJAPUR,6,WATER WORKS,1,1,0,1.0
NIRMAL,BHAINSA,BHAINSA,KALLUR,RAMNAGAR TANDA,6,WATER WORKS,1,1,266,1.0
NIRMAL,BHAINSA,BHAINSA,KALLUR,RAYAPAD,6,WATER WORKS,1,1,174,5.0
NIRMAL,BHAINSA,BHAINSA,KALLUR,SEVADAS NAGAR TANDA,6,WATER WORKS,1,1,800,1.0
NIRMAL,BHAINSA,BHAINSA,KALLUR,SURYAPUR,6,WATER WORKS,7,6,1664,23.0
NIRMAL,BHAINSA,BHAINSA,KALLUR,TIMMAPUR,6,WATER WORKS,4,2,2219,12.0
NIRMAL,BHAINSA,BHAINSA,KALLUR,TURATY,6,WATER WORKS,4,4,2417,16.0
NIRMAL,BHAINSA,BHAINSA,KALLUR,VANKUR,6,WATER WORKS,2,2,579,6.0
NIRMAL,BHAINSA,BHAINSA,KALLUR,VITTAPUR,6,WATER WORKS,5,5,2206,13.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,MADAGUDEM,6,WATER WORKS,2,0,0,7.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,MARRIGUDEM,6,WATER WORKS,1,0,0,5.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,MONDRAI GUDA,6,WATER WORKS,1,0,0,5.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,MYSMI,6,WATER WORKS,3,0,0,17.5
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,OTAI,6,WATER WORKS,5,4,7,18.333
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,PANDEM,6,WATER WORKS,1,1,228,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,JAGAT RAO PETA-BAY,6,WATER WORKS,3,2,371,10.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,JAGGU THANDA-BAY,6,WATER WORKS,1,1,2386,56.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,KACHANA PALLY-BAY,6,WATER WORKS,1,1,0,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,KAMBALA PALLY-BAY,6,WATER WORKS,2,2,0,13.348
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,KASTHIRI NAGAR-BAY,6,WATER WORKS,1,1,0,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,KATTU GUDEM-BAY,6,WATER WORKS,1,1,199,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,KOMMAVARAM-BAY,6,WATER WORKS,1,1,166,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,KOTAGADDA-BAY,6,WATER WORKS,1,1,530,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,KOTHA IRSURLA PURAM-BAY,6,WATER WORKS,1,1,131,5.0
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,YERRA CHAKRU THANDA,6,WATER WORKS,1,1,300,5.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,ANEPUR,6,WATER WORKS,2,2,1037,10.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,BALYA THANDA,6,WATER WORKS,1,1,0,5.0
MAHABUBABAD,THORRUR,MARIPEDA,YELLAMPET,BAVOJIGUDEM,6,WATER WORKS,2,2,5847,23.667
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,DEVAPUR,6,WATER WORKS,2,2,2503,6.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,DHARMARAO PET,6,WATER WORKS,6,4,5402,24.5
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,DUBBA GUDAM (KSPT),6,WATER WORKS,5,3,1209,17.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,GANGAGUDA,6,WATER WORKS,1,1,17,5.0
MANCHERIAL,BELLAMPALLY,BELLAMPALLY,KASIPET,GURVAPUR,6,WATER WORKS,1,1,151,5.0
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,NARSINGAPOOR (S),6,WATER WORKS,20,16,3816,34.03
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,NARWA,6,WATER WORKS,14,14,7329,32.0
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,PAGDEPALLI,6,WATER WORKS,24,24,7415,39.0
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,POWNOOR,6,WATER WORKS,22,19,6566,64.0
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,RAMRAOPET,6,WATER WORKS,35,31,15408,68.0
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,RASOOLPALLY,6,WATER WORKS,10,6,1331,22.0
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,ROMMIPUR,6,WATER WORKS,10,4,938,33.0
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,SHETPALLI (OLD),6,WATER WORKS,29,27,4636,107.0
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,SHIVVARAM,6,WATER WORKS,44,22,3439,94.0
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,TEKUMATLA,6,WATER WORKS,58,51,38404,117.5
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,VELLAL,6,WATER WORKS,31,24,6325,82.0
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,VENKAT RAO PALLY,6,WATER WORKS,7,5,1351,18.0
MANCHERIAL,MANCHERIAL,CHENNUR,KOMMERA,ASNAD,6,WATER WORKS,18,18,7924,44.0
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN3,MAZEED WADA,6,WATER WORKS,2,2,116,5.334
MANCHERIAL,MANCHERIAL,MANCHERIAL,MANCHIRIAL TOWN3,MNCL TOWN-III,6,WATER WORKS,28,28,6130,101.525
MANCHERIAL,MANCHERIAL,MANCHERIAL - RURAL,HAZIPUR,BABANAGAR,6,WATER WORKS,2,2,973,4.0
NIRMAL,BHAINSA,BHAINSA,KALLUR,LIMBA (B),6,WATER WORKS,9,2,1033,13.0
NIRMAL,BHAINSA,BHAINSA,KALLUR,LIMBA (K),6,WATER WORKS,15,10,6842,23.0
NIRMAL,BHAINSA,BHAINSA,KALLUR,MEDANPUR,6,WATER WORKS,6,1,2170,29.0
NIRMAL,BHAINSA,BHAINSA,KALLUR,NANDAN,6,WATER WORKS,5,3,2247,17.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,KAMARAM,6,WATER WORKS,3,2,558,14.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,KARLAI,6,WATER WORKS,1,1,0,5.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,KOMATLAGUDA,6,WATER WORKS,5,3,61,25.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,KONAPUR,6,WATER WORKS,3,3,4666,15.0
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,KOTHAGUDA(H.Q),6,WATER WORKS,23,17,10289,120.87
MAHABUBABAD,MAHABUBABAD,GUDUR,KOTHAGUDA,KOTHAPALLY,6,WATER WORKS,4,3,1819,12.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,BEERONIMADAVA,6,WATER WORKS,1,1,0,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,CHARLLAPALLY-BAY,6,WATER WORKS,1,0,0,2.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,CHOGLA THANDA-BAY,6,WATER WORKS,2,1,4807,60.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,DORANNA THANDA,6,WATER WORKS,1,1,0,1.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,ESUKA MEDI - BAY,6,WATER WORKS,1,1,214,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,GANDAM PALLY-BAY,6,WATER WORKS,1,1,0,3.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,GARIMELLA - BY,6,WATER WORKS,1,1,374,5.0
MAHABUBABAD,MAHABUBABAD,KORIVI,KOTHAPETA,GOURARAM-BAY,6,WATER WORKS,1,1,478,5.0
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,NARSIMHULAPET HQ,6,WATER WORKS,9,2,8,50.0
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,PADAMATIGUDEM,6,WATER WORKS,7,6,6380,50.04
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,PAKEERA THANDA,6,WATER WORKS,1,1,902,14.92
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,PEDDANAGARAM,6,WATER WORKS,2,1,2647,10.0
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,PEDDANAGARAM STAGE,6,WATER WORKS,2,2,1318,10.0
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,RAMANNAGUDEM,6,WATER WORKS,4,2,2785,32.28
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,RUPLA THANDA,6,WATER WORKS,1,1,363,5.0
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,UNYA THANDA,6,WATER WORKS,1,0,0,5.0
MAHABUBABAD,THORRUR,MARIPEDA,NARASIMHULAPETA,VANTHADUPULA,6,WATER WORKS,1,0,0,7.5
