Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,RAMAKRISHNA PURAM - TP,6,WATER WORKS,1,1,94,1.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,RAMPURAM-TP,6,WATER WORKS,2,2,494,6.5
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,RAVULA PADU-TP,6,WATER WORKS,2,2,43,6.5
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,SAMPATH NAGAR-TP,6,WATER WORKS,6,6,1181,35.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,SHEMBUNI GUDEM-TP,6,WATER WORKS,2,2,517,8.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,KOLLA PURAM-YR,6,WATER WORKS,3,0,0,15.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,KOMARARAM-YR,6,WATER WORKS,10,7,3044,43.174
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,KOTHURU-YR,6,WATER WORKS,2,2,476,12.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,LACHA GUDEM-YR,6,WATER WORKS,2,2,3759,34.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,LALITHA PURAM-YR,6,WATER WORKS,2,2,287,12.5
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,MAMIDI GUDEM-YR,6,WATER WORKS,1,1,581,7.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,MARRI GUDEM-YR,6,WATER WORKS,3,1,77,15.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,MASIVAGU TANDA-YR,6,WATER WORKS,2,2,1818,15.28
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,MEDIKUNTA-YR,6,WATER WORKS,1,1,504,5.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,MANIKYAPUR,6,WATER WORKS,1,1,537,2.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,MOINDA,6,WATER WORKS,1,0,0,2.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,MORRIGUDA,6,WATER WORKS,1,1,87,2.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,RALLAKANNEPALLY,6,WATER WORKS,2,2,8,7.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,ROMPALLY,6,WATER WORKS,1,1,0,2.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,SUNGAPOOR,6,WATER WORKS,3,2,151,8.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,TALANDI (T),6,WATER WORKS,4,1,143,17.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,ULLIPITTA,6,WATER WORKS,2,2,553,7.667
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,NAGEPALLY,6,WATER WORKS,1,1,208,5.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,RANVALLY,6,WATER WORKS,1,1,200,5.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,RAVINDRA NAGAR,6,WATER WORKS,3,3,200,15.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,SANDU GUDEM,6,WATER WORKS,2,2,300,8.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,SIRSA,6,WATER WORKS,1,1,107,5.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,TALODI,6,WATER WORKS,3,2,0,15.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,TATIPALLI,6,WATER WORKS,2,2,0,8.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,TEKAM GUDAM,6,WATER WORKS,1,1,200,5.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,THAZNAGAR,6,WATER WORKS,1,1,30,3.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,THUMDI HETI,6,WATER WORKS,1,1,350,5.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,VEERADANDI,6,WATER WORKS,1,1,0,5.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,VEERAVELLY,6,WATER WORKS,1,1,378,5.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,NANDULA CHILAKA,6,WATER WORKS,1,1,0,1.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,NARAYANARAO PETA,6,WATER WORKS,1,1,0,2.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,NARSAPURAM,6,WATER WORKS,4,4,468,16.333
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,PAIDIGUDEM,6,WATER WORKS,2,2,249,19.92
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,PARNASALA,6,WATER WORKS,2,2,0,7.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,PATHA JINNELAGUDEM,6,WATER WORKS,2,2,150,6.0
ADILABAD,ADILABAD,JAINATH,BELA,PALAI THANDA,6,WATER WORKS,1,1,0,3.0
ADILABAD,ADILABAD,JAINATH,BELA,PATAGUDA,6,WATER WORKS,2,0,0,6.0
ADILABAD,ADILABAD,JAINATH,BELA,PATAN,6,WATER WORKS,1,1,0,5.0
ADILABAD,ADILABAD,JAINATH,BELA,PITGOAN,6,WATER WORKS,1,0,0,3.0
ADILABAD,UTNOOR,UTNOOR,NARNOOR,Kundi shekuguda,6,WATER WORKS,3,3,0,3.0
ADILABAD,UTNOOR,UTNOOR,NARNOOR,LOKARI (B),6,WATER WORKS,1,1,0,3.0
ADILABAD,UTNOOR,UTNOOR,NARNOOR,LOKARI (K),6,WATER WORKS,2,2,253,10.0
ADILABAD,UTNOOR,UTNOOR,NARNOOR,MADHVOOR,6,WATER WORKS,2,1,2234,6.75
ADILABAD,UTNOOR,UTNOOR,NARNOOR,MAHAGOAN (N),6,WATER WORKS,2,1,352,8.0
ADILABAD,UTNOOR,UTNOOR,NARNOOR,MALANGI,6,WATER WORKS,5,4,693,17.0
ADILABAD,UTNOOR,UTNOOR,NARNOOR,MALAPOOR,6,WATER WORKS,2,2,551,6.0
ADILABAD,UTNOOR,UTNOOR,NARNOOR,MALKUGUDA (K),6,WATER WORKS,1,1,0,1.0
ADILABAD,UTNOOR,UTNOOR,NARNOOR,MANJARI,6,WATER WORKS,2,1,192,6.0
ADILABAD,UTNOOR,UTNOOR,NARNOOR,MANKAPOOR,6,WATER WORKS,1,1,1002,3.0
ADILABAD,UTNOOR,UTNOOR,NARNOOR,MAREGOAN,6,WATER WORKS,3,2,0,11.0
ADILABAD,UTNOOR,UTNOOR,NARNOOR,MARRAPPAGUDA H/O NAG,6,WATER WORKS,1,1,1898,3.0
ADILABAD,UTNOOR,UTNOOR,NARNOOR,MEDIGUDA,6,WATER WORKS,2,2,0,8.0
ADILABAD,UTNOOR,UTNOOR,NARNOOR,NADDUMGUDA,6,WATER WORKS,1,0,0,3.0
ADILABAD,UTNOOR,UTNOOR,NARNOOR,NAGALKONDA,6,WATER WORKS,5,5,3623,17.0
ADILABAD,UTNOOR,UTNOOR,NARNOOR,NARNOOR,6,WATER WORKS,8,8,1711,29.0
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,BENDORA,6,WATER WORKS,4,3,487,12.0
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,CHINCHOLI,6,WATER WORKS,1,0,0,5.0
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,DEVAPUR,6,WATER WORKS,1,0,0,5.0
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,DHODDIGUDA,6,WATER WORKS,2,1,29,13.0
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,GANESH POOR,6,WATER WORKS,2,1,2487,51.0
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,GATJANGAM,6,WATER WORKS,1,0,0,5.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,SRIRAMA NAGAR,6,WATER WORKS,2,2,3,9.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,TEKULA GUDEM,6,WATER WORKS,2,2,1491,10.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,WAZEEDU,6,WATER WORKS,5,5,1561,19.5
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,BHEEMDEVARAPALLY,6,WATER WORKS,12,11,12647,79.0
HANUMAKONDA,HANAMKONDA/RURAL,BD Pally,BHEEMDEVARAPALLY,KOPPUR,6,WATER WORKS,12,11,7442,95.0
ADILABAD,ADILABAD,ECHODA,BAZARHATHNOOR,BOLANPUR,6,WATER WORKS,1,1,0,2.0
ADILABAD,ADILABAD,ECHODA,BAZARHATHNOOR,BOSRA,6,WATER WORKS,3,1,200,15.0
ADILABAD,ADILABAD,ECHODA,BAZARHATHNOOR,BURKAPALLY,6,WATER WORKS,1,1,0,5.0
ADILABAD,ADILABAD,ECHODA,BAZARHATHNOOR,BUTHAI (B),6,WATER WORKS,4,4,387,12.0
ADILABAD,ADILABAD,ECHODA,BAZARHATHNOOR,BUTHAI (K),6,WATER WORKS,1,1,7265,51.0
ADILABAD,ADILABAD,ECHODA,BAZARHATHNOOR,CHINTAKARRA,6,WATER WORKS,2,2,0,10.0
ADILABAD,ADILABAD,ECHODA,BAZARHATHNOOR,CHINTHALSANGVI,6,WATER WORKS,1,1,0,5.0
ADILABAD,ADILABAD,ECHODA,BAZARHATHNOOR,Chandunaik thanda,6,WATER WORKS,5,5,459,10.0
ADILABAD,ADILABAD,ECHODA,BAZARHATHNOOR,DABADI,6,WATER WORKS,1,1,3500,9.0
ADILABAD,ADILABAD,ECHODA,BAZARHATHNOOR,DEBRA,6,WATER WORKS,1,1,153,3.0
ADILABAD,ADILABAD,ECHODA,BAZARHATHNOOR,DEHGAON,6,WATER WORKS,8,6,2193,25.0
ADILABAD,ADILABAD,ECHODA,BAZARHATHNOOR,DHARMAPURI,6,WATER WORKS,1,1,0,3.0
ADILABAD,ADILABAD,JAINATH,BELA,KARONI (K),6,WATER WORKS,1,1,40,3.0
ADILABAD,ADILABAD,JAINATH,BELA,KHADKI,6,WATER WORKS,1,1,37,2.0
ADILABAD,ADILABAD,JAINATH,BELA,KHOGDUR,6,WATER WORKS,2,1,316,6.0
ADILABAD,ADILABAD,JAINATH,BELA,KOBBAI,6,WATER WORKS,1,1,45,5.0
ADILABAD,ADILABAD,JAINATH,BELA,MALYALPUR,6,WATER WORKS,1,1,6551,5.0
ADILABAD,ADILABAD,JAINATH,BELA,MANGROOL,6,WATER WORKS,1,1,1010,1.0
ADILABAD,ADILABAD,JAINATH,BELA,MARUTHI GUDA,6,WATER WORKS,1,1,0,2.0
ADILABAD,ADILABAD,JAINATH,BELA,MASALA (B),6,WATER WORKS,1,1,2399,3.0
ADILABAD,ADILABAD,JAINATH,BELA,MOHABBATPUR,6,WATER WORKS,2,0,0,4.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,SURARAM,6,WATER WORKS,7,7,3740,28.5
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHAMUTHARAM,BORLAGUDEM,6,WATER WORKS,4,4,9599,37.5
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHAMUTHARAM,DOBBAKAPALEM,6,WATER WORKS,1,1,0,7.5
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHAMUTHARAM,GANDIKAMARAM,6,WATER WORKS,1,1,1473,7.5
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHAMUTHARAM,JEELA PALLY,6,WATER WORKS,1,1,1660,7.5
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHAMUTHARAM,KANUKUNOOR,6,WATER WORKS,5,4,830,29.5
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHAMUTHARAM,KISTAPOOR,6,WATER WORKS,2,2,756,10.5
BHUPALAPALLY,MULUGU,MULUG,MULUGU,MADANPALLI,6,WATER WORKS,1,1,738,5.0
BHUPALAPALLY,MULUGU,MULUG,MULUGU,MULUGU,6,WATER WORKS,11,7,4776,82.0
BHUPALAPALLY,MULUGU,MULUG,MULUGU,PAGADAPALLI,6,WATER WORKS,1,1,9,5.0
BHUPALAPALLY,MULUGU,MULUG,MULUGU,PALSAPALLI,6,WATER WORKS,3,3,822,7.0
BHUPALAPALLY,MULUGU,MULUG,MULUGU,PANCHOTHUKULAPALLY,6,WATER WORKS,1,1,0,5.0
BHUPALAPALLY,MULUGU,MULUG,MULUGU,PATHIPALLY,6,WATER WORKS,4,4,2092,27.0
BHUPALAPALLY,MULUGU,MULUG,MULUGU,PULIGUNDAM,6,WATER WORKS,1,1,93,6.0
BHUPALAPALLY,MULUGU,MULUG,MULUGU,RAMNAGAR,6,WATER WORKS,1,0,0,5.0
BHUPALAPALLY,MULUGU,MULUG,MULUGU,RANGARAOPALLI,6,WATER WORKS,1,0,0,5.0
BHUPALAPALLY,MULUGU,MULUG,MULUGU,SARVAPOOR,6,WATER WORKS,1,1,0,5.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,PASARAGONDA,6,WATER WORKS,1,1,556,5.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,PULUKURTY,6,WATER WORKS,4,4,2068,30.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,SINGARAJAPALLY,6,WATER WORKS,2,2,1651,10.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,THAKALAPAHAD,6,WATER WORKS,3,1,0,15.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,VENKATAPUR,6,WATER WORKS,1,0,0,5.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL(RURAL),CHERLAPALLI,6,WATER WORKS,5,3,9126,30.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL(RURAL),CHOWTAPARTHY,6,WATER WORKS,1,1,1483,5.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL(RURAL),DHARMARAM,6,WATER WORKS,2,2,1087,10.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL(RURAL),GOLLAPALLI,6,WATER WORKS,2,1,682,8.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL(RURAL),IBOTHPALLI,6,WATER WORKS,1,1,1745,5.0
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,PEROORU,6,WATER WORKS,2,2,3010,7.783
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,WAZEEDU,PRAGALLAPALLI <W>,6,WATER WORKS,1,1,1311,5.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,DANDAGUNDALA - YR,6,WATER WORKS,1,1,123,5.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,EDUPULA GUDEM-YR,6,WATER WORKS,1,0,0,5.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,K MANIKYARAM-YR,6,WATER WORKS,4,3,935,17.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,KATTU GUDEM-YR,6,WATER WORKS,1,1,783,5.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,KOTHAGUNDALAPADU,6,WATER WORKS,1,1,315,20.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,KOTHAJINNELA GUDEM,6,WATER WORKS,2,2,511,6.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,KUMMARIPADU,6,WATER WORKS,1,1,342,8.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,MADHARAM-MP,6,WATER WORKS,2,2,2730,10.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,MAMILLAGUDEM,6,WATER WORKS,2,2,939,5.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,MANGAPET,6,WATER WORKS,1,1,50,5.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,MODIVAREE(MUL),6,WATER WORKS,1,1,300,5.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,MOGARALA GUPPA,6,WATER WORKS,3,3,1514,11.0
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,MULKALAPALLY,MUKAMAMIDI,6,WATER WORKS,7,7,5120,41.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,KANNARAOPET,6,WATER WORKS,4,4,2346,22.5
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,KOTANCHA,6,WATER WORKS,2,2,805,10.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,KOTHAPALLY (GORI),6,WATER WORKS,10,9,7076,42.5
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,Kothapally(b),6,WATER WORKS,1,1,0,5.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,LINGALA,6,WATER WORKS,2,2,490,10.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,MADTHAPALLI,6,WATER WORKS,3,3,15,15.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,NAGURLAPALLI-KPARTHY,6,WATER WORKS,2,2,1759,15.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,NARAYANAPUR  (B.PET),6,WATER WORKS,3,3,524,15.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,NARSINGA POOR,6,WATER WORKS,2,2,732,10.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,NIZAMPALLI  (K.GORI),6,WATER WORKS,5,4,1424,29.5
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,PEDDAMPALLI(REGONDA),6,WATER WORKS,2,2,908,10.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,REGONDA,POCHAMPALLI(LINGALA),6,WATER WORKS,3,3,532,15.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,PEDDAMPET,6,WATER WORKS,1,1,898,5.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,PUSUKUPALLY,6,WATER WORKS,1,1,444,5.0
BHUPALAPALLY,BHUPALAPALLY,KATARAM,MAHADEVPUR,RAPALLIKOTA,6,WATER WORKS,1,1,2397,5.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,LAXMI NAGARAM,6,WATER WORKS,1,1,0,2.783
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,MAHEDAVAPURAM,6,WATER WORKS,1,1,0,2.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,MARAIGUDEM,6,WATER WORKS,2,2,336,17.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,MAREDUBAKA,6,WATER WORKS,2,2,1586,15.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,MULAKAPADU,6,WATER WORKS,1,1,0,5.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,MUSALIMADUGU -D,6,WATER WORKS,1,1,0,5.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,NADIKUDI,6,WATER WORKS,1,1,0,5.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,MULUGUDEM- KR,6,WATER WORKS,1,1,541,5.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,PENAGADAPA-KR,6,WATER WORKS,13,13,4791,60.75
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,RAMPURAM-KR,6,WATER WORKS,3,3,1489,19.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,RUDRAM PUR - KR,6,WATER WORKS,1,0,0,5.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,RUDRAMPUR THANDA-KR,6,WATER WORKS,3,0,0,12.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,VENGALARAO COLONY-KR,6,WATER WORKS,2,2,1598,10.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM - NORTH,KTDM BAZAR NORTH,6,WATER WORKS,34,27,12256,201.925
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM - NORTH,OLD KOTHAGUDEM,6,WATER WORKS,7,7,1328,26.669
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM - NORTH,PENUBALLI-KR,6,WATER WORKS,3,3,1719,23.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,KOTHA TANDA-TP,6,WATER WORKS,3,3,114,11.5
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,KOTHA THANDA(B)-TP,6,WATER WORKS,1,1,0,1.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,KOYA GUDEM-TP,6,WATER WORKS,2,2,0,10.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,KRISTARAM-TP,6,WATER WORKS,2,2,254,4.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,LATCHA GUDEM-TP,6,WATER WORKS,4,4,774,11.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,MADRAS TANDA-TP,6,WATER WORKS,4,4,1104,4.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,MANGYA TANDA-TP,6,WATER WORKS,1,1,0,5.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,BOMMANAPALLY,MELLA MADUGU-TP,6,WATER WORKS,3,3,0,11.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,C ODDUGUDEM-YR,6,WATER WORKS,2,1,273,8.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,C VEPALA GADDA-YR,6,WATER WORKS,1,0,0,5.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YLD RURAL,CHALLA SAMUDRAM-YR,6,WATER WORKS,12,8,3096,66.0
ASIFABAD,ASIFABAD,ASIFABAD,REBBENA,SINGALGUDA,6,WATER WORKS,1,1,0,5.0
ASIFABAD,ASIFABAD,ASIFABAD,REBBENA,TAKKALAPALLY,6,WATER WORKS,1,1,0,5.0
ASIFABAD,ASIFABAD,ASIFABAD,REBBENA,THUNGEDA,6,WATER WORKS,2,2,10,8.0
ASIFABAD,ASIFABAD,ASIFABAD,REBBENA,VENKULAM (R),6,WATER WORKS,1,1,397,5.0
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,BAMBARA,6,WATER WORKS,4,3,367,16.0
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,BANAR KOSARA H/O BOMBARA,6,WATER WORKS,2,0,0,5.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,GINNEDARI,6,WATER WORKS,1,1,1496,6.667
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,GOYAGAOM,6,WATER WORKS,1,1,0,2.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,KANNEPALLY (T),6,WATER WORKS,6,2,144,22.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,LAXMIPOOR,6,WATER WORKS,1,1,107,2.667
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,LINGIGUDA,6,WATER WORKS,2,2,111,5.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,MAHNDRAGUDIPET,6,WATER WORKS,1,0,0,2.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,THIRYANI,MANGI,6,WATER WORKS,4,3,258,12.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,GUDLABORI,6,WATER WORKS,2,2,75,10.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,GUNDAIPET,6,WATER WORKS,1,1,350,5.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,GURUDPET,6,WATER WORKS,2,2,0,10.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,KANKI,6,WATER WORKS,1,1,854,5.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,KANNE PALLY,6,WATER WORKS,1,1,0,5.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,KORSINI,6,WATER WORKS,1,0,0,5.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,KOWTALA,6,WATER WORKS,5,5,500,29.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,KOYA GUDEM,6,WATER WORKS,3,2,609,15.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,KUMBARI,6,WATER WORKS,1,1,100,10.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,MOGADUDAGADU,6,WATER WORKS,1,1,0,5.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,MUTHYAMPET,6,WATER WORKS,2,2,269,10.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,KOYA NARSAPURAM,6,WATER WORKS,1,1,0,5.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,LATCHIGUDEM,6,WATER WORKS,1,1,0,5.0
ADILABAD,ADILABAD,JAINATH,BELA,DUBBAGUDA(SANGVI),6,WATER WORKS,1,1,100,3.0
